"Story","Title","Result","Date","Stability","Duration (s)"
"Login","Inicio de sesión exitoso por Header Enrichment en Tigo en Línea App","SUCCESS","2021-02-19T12:33:26.1341239-05:00[America/Bogota]","0.0","41.0"
