"Story","Title","Result","Date","Stability","Duration (s)"
"Login","Inicio de sesión exitoso con OTP en Tigo en Línea App","SUCCESS","2021-02-22T11:24:13.9290686-05:00[America/Bogota]","0.0","74.85"
